external_id;channel;category;module;subject;description;author_role;status;created_at;closed_at;tags;comments_json
KC-10011;email;Решение;Решение;Автоодобрение не сработало для клиента с PD ≤2%;Ожидали авто-да, получили «на ручную»;manager;resolved;2026-04-06T09:30:00;2026-04-06T14:00:00;auto-approve;[{"author_role":"support_l2","content":"С 2026-03-15 авто-одобрение только до 1 млн. Этот клиент 1.2 млн","created_at":"2026-04-06T11:00:00","is_internal":false}]
KC-10012;sm;Документы;Документы;Загрузил документ — не вижу его в карточке;Андеррайтер не видит загруженный СНИЛС;underwriter;resolved;2026-04-06T13:00:00;2026-04-06T13:45:00;загрузка|кеш;[{"author_role":"support_l1","content":"Обновите страницу (Ctrl+R) — UI кэширует список","created_at":"2026-04-06T13:30:00","is_internal":false}]
KC-10013;email;Графики;Графики;Не открывается график с мобильного;Клиент жалуется на пустую страницу в Safari mobile;manager;resolved;2026-04-07T10:00:00;2026-04-07T15:00:00;mobile|safari;[{"author_role":"support_l2","content":"Safari <14 не работает с Chart.js. Попросите обновить iOS","created_at":"2026-04-07T14:00:00","is_internal":false}]
KC-10014;email;ДКП;ДКП;Подпись клиента в ДКП не подгружается;Скан подписи остаётся пустым;manager;resolved;2026-04-07T16:00:00;2026-04-08T11:00:00;подпись|дкп;[{"author_role":"support_l2","content":"Проблема при подписи через iPad. Workaround — подписывать на планшете в админке","created_at":"2026-04-08T10:30:00","is_internal":false}]
KC-10015;email;Скоринг;Скоринг;Ручная переоценка скоринга не пересчитывает PD;Изменили доход с 50к на 80к — PD остался прежний;manager;resolved;2026-04-08T09:00:00;2026-04-08T13:00:00;rerun|pd;[{"author_role":"support_l2","content":"После изменения ПД нужно нажать «Пересчитать» — автотриггер не срабатывает","created_at":"2026-04-08T11:00:00","is_internal":false}]
KC-10016;phone;Авторизация;Авторизация;Учётка заблокирована после 3 неверных паролей;Менеджер не может разблокировать;manager;resolved;2026-04-08T14:00:00;2026-04-08T14:30:00;блокировка;[{"author_role":"support_l1","content":"Разблокирует через IAM администратор подразделения","created_at":"2026-04-08T14:20:00","is_internal":false}]
KC-10017;email;Решение;Решение;Долгое решение по заявке — клиент звонит;Прошло 6 часов, ждали 1;manager;resolved;2026-04-09T10:00:00;2026-04-09T18:00:00;sla|очередь;[{"author_role":"support_l2","content":"В очереди >300 заявок. SLA нарушено. Эскалация в risk_team","created_at":"2026-04-09T15:00:00","is_internal":false}]
KC-10018;email;Документы;Документы;Не загружаются .heic с iPhone;iPhone-фотки в формате HEIC отказывают;underwriter;resolved;2026-04-10T11:00:00;2026-04-10T12:00:00;heic|iphone;[{"author_role":"support_l1","content":"Попросите сохранить в JPEG — Настройки iOS → Камера → Форматы → Совместимый","created_at":"2026-04-10T11:30:00","is_internal":false}]
KC-10019;email;Графики;Графики;Сравнение графиков двух предложений не работает;Кнопка «Сравнить» серая;manager;resolved;2026-04-10T13:00:00;2026-04-10T15:00:00;ui;[{"author_role":"support_l2","content":"Фича включается флагом FF.compare_offers — обратитесь к PO","created_at":"2026-04-10T14:30:00","is_internal":false}]
KC-10020;email;ДКП;ДКП;ДКП не приходит на почту клиенту;После подписания письмо не уходит;manager;resolved;2026-04-11T09:00:00;2026-04-11T11:00:00;email|dkp;[{"author_role":"support_l1","content":"Проверьте, что в почте клиента нет опечатки","created_at":"2026-04-11T10:00:00","is_internal":false}]
KC-10021;email;Документы;Документы;Не загружается ИНН (фото справки);Поле «ИНН» не заполняется автоматически;underwriter;resolved;2026-04-11T14:00:00;2026-04-11T15:00:00;инн|ocr;[{"author_role":"support_l1","content":"ИНН вводится вручную если OCR не распознал — поле редактируемое","created_at":"2026-04-11T14:30:00","is_internal":false}]
KC-10022;email;Документы;Документы;Загрузка военного билета — нет такого типа;Андеррайтер не находит «Военный билет» в списке типов документов;underwriter;resolved;2026-04-12T10:00:00;2026-04-12T10:30:00;типы документов;[{"author_role":"support_l1","content":"Загрузите как «Иной документ», в комментарии укажите тип","created_at":"2026-04-12T10:20:00","is_internal":false}]
KC-10023;email;Скоринг;Скоринг;PD рассчитался с учётом старой задолженности;Клиент закрыл кредит вчера, в БКИ ещё не отразилось;manager;resolved;2026-04-12T11:00:00;2026-04-12T16:00:00;бки|задолженность;[{"author_role":"support_l2","content":"БКИ обновляется до 5 рабочих дней. Можно подать запрос на ручную переоценку с приложением справки о закрытии","created_at":"2026-04-12T15:00:00","is_internal":false}]
KC-10024;email;Скоринг;Скоринг;Заявка в БКИ-проверке висит 30 минут;Обычно занимает 1-2 мин;manager;resolved;2026-04-12T13:00:00;2026-04-12T13:30:00;бки|задержка;[{"author_role":"support_l2","content":"Задержка БКИ на стороне внешнего сервиса. Не отменять — деньги за запрос уже потрачены","created_at":"2026-04-12T13:20:00","is_internal":false}]
KC-10025;email;Решение;Решение;Заявка в очереди уже сутки;Срок SLA — 6 часов, прошло 24;manager;resolved;2026-04-13T09:00:00;2026-04-13T18:00:00;sla|очередь;[{"author_role":"support_l2","content":"Большой объём в выходные — добавили 5 андеррайтеров в смену. Эскалирована","created_at":"2026-04-13T11:00:00","is_internal":false}]
KC-10026;email;Авторизация;Авторизация;Не работает SSO через корп-AD;После смены пароля в AD приложение не пускает;manager;resolved;2026-04-13T11:00:00;2026-04-13T12:00:00;ad|sso;[{"author_role":"support_l1","content":"Подождать 30 минут — синхронизация AD ↔ IAM, либо force-sync через IAM-команду","created_at":"2026-04-13T11:30:00","is_internal":false}]
KC-10027;email;ДКП;ДКП;В ДКП неверный адрес клиента;В договоре указан старый адрес из заявки;manager;resolved;2026-04-13T14:00:00;2026-04-13T16:00:00;адрес|дкп;[{"author_role":"support_l2","content":"После регенерации ДКП адрес подтянется из карточки клиента — обновите в Доках","created_at":"2026-04-13T15:00:00","is_internal":false}]
KC-10028;email;Графики;Графики;Клиент не видит «Досрочное погашение» в ЛК;Кнопка серая;client;resolved;2026-04-14T10:00:00;2026-04-14T11:00:00;досрочное|лк;[{"author_role":"support_l1","content":"Досрочное доступно с 30-го дня после выдачи. Уточните дату выдачи в карточке","created_at":"2026-04-14T10:30:00","is_internal":false}]
KC-10029;email;Документы;Документы;Двухсторонний скан паспорта на одной странице — не принимает;Андеррайтер сделал по инструкции;underwriter;resolved;2026-04-14T13:00:00;2026-04-14T14:00:00;паспорт|скан;[{"author_role":"support_l1","content":"Нужны отдельные страницы для разворота 2-3 и регистрации. Это требование 115-ФЗ","created_at":"2026-04-14T13:30:00","is_internal":false}]
KC-10030;email;Документы;Документы;Можно ли загрузить временное удостоверение вместо паспорта;Клиент с временным удостоверением;underwriter;resolved;2026-04-14T15:00:00;2026-04-14T15:30:00;удостоверение;[{"author_role":"support_l1","content":"Да, в типе документа «Временное удостоверение личности». Срок действия должен быть >30 дней","created_at":"2026-04-14T15:15:00","is_internal":false}]
KC-10031;email;Скоринг;Скоринг;Что значит «дополнительная верификация дохода»;Менеджер не понимает стадию;manager;resolved;2026-04-15T09:00:00;2026-04-15T09:30:00;верификация|доход;[{"author_role":"support_l1","content":"Доп.верификация — звонок работодателю по справке 2-НДФЛ. Срок — до 2 рабочих дней","created_at":"2026-04-15T09:20:00","is_internal":false}]
KC-10032;email;Решение;Решение;«Отказ» без причины — что говорить клиенту;Клиент звонит и требует объяснений;manager;resolved;2026-04-15T11:00:00;2026-04-15T11:45:00;отказ|клиент;[{"author_role":"support_l2","content":"По 115-ФЗ детальные причины отказа не раскрываются. Стандарт: «По результатам комплексной оценки кредитного риска»","created_at":"2026-04-15T11:30:00","is_internal":false}]
KC-10033;email;ДКП;ДКП;Можно ли менять условия в ДКП после генерации;Хотят изменить ставку;manager;resolved;2026-04-15T13:00:00;2026-04-15T13:30:00;условия|ставка;[{"author_role":"support_l2","content":"Нет, после генерации ДКП — отправляется на УЗ. Чтобы изменить — отозвать заявку и заново","created_at":"2026-04-15T13:20:00","is_internal":false}]
KC-10034;email;Графики;Графики;Платеж в ЛК клиента отображается на 1 копейку больше чем в ДКП;Клиент возмущён;client;resolved;2026-04-16T10:00:00;2026-04-16T14:00:00;копейка|округление;[{"author_role":"support_l2","content":"Округление до копейки. Последний платёж компенсирует погрешность — это нормально, объяснить клиенту","created_at":"2026-04-16T13:00:00","is_internal":false}]
KC-10035;email;Авторизация;Авторизация;TOTP не работает после смены телефона;Менеджер перешёл на новый iPhone;manager;resolved;2026-04-16T11:00:00;2026-04-16T12:00:00;totp|телефон;[{"author_role":"support_l1","content":"Сбросить 2FA через IAM, привязать снова в Authenticator","created_at":"2026-04-16T11:40:00","is_internal":false}]
KC-10036;email;Документы;Документы;Скан повёрнут на 90 градусов в карточке;Загружается нормально, но в просмотре повёрнут;underwriter;resolved;2026-04-16T14:00:00;2026-04-16T15:00:00;поворот|просмотр;[{"author_role":"support_l1","content":"Кнопка «Повернуть» рядом с превью документа в карточке","created_at":"2026-04-16T14:30:00","is_internal":false}]
KC-10037;email;Скоринг;Скоринг;Скоринг не учёл созаёмщика;Подавали 2-х человек, PD рассчитался только по одному;manager;resolved;2026-04-17T09:00:00;2026-04-17T13:00:00;созаёмщик|pd;[{"author_role":"support_l2","content":"Созаёмщик добавляется в карточке через «+ Созаёмщик», после этого пересчёт автоматически","created_at":"2026-04-17T11:00:00","is_internal":false}]
KC-10038;email;Решение;Решение;Заявка в статусе «Доп.документы» — что нужно;Клиент готов прислать;manager;resolved;2026-04-17T10:30:00;2026-04-17T11:00:00;статус;[{"author_role":"support_l1","content":"Откройте карточку → «Запрошенные документы» — там список с описанием","created_at":"2026-04-17T10:45:00","is_internal":false}]
KC-10039;email;ДКП;ДКП;ДКП на 50 страниц — клиент в шоке;Хочет краткую версию;manager;resolved;2026-04-17T14:00:00;2026-04-17T14:30:00;объём|клиент;[{"author_role":"support_l1","content":"Объяснить, что это требование 353-ФЗ. Существенные условия — на первой странице (тех.резюме)","created_at":"2026-04-17T14:20:00","is_internal":false}]
KC-10040;email;Графики;Графики;Дифференцированный график вместо аннуитетного;Клиент просил дифференц, в ЛК аннуитет;manager;resolved;2026-04-18T09:00:00;2026-04-18T12:00:00;диф|аннуитет;[{"author_role":"support_l2","content":"Дифференциированный доступен только по продукту «Авто Премиум». Базовые — аннуитет","created_at":"2026-04-18T10:00:00","is_internal":false}]
KC-10041;email;Документы;Документы;Срок действия паспорта истекает через месяц;Можно подавать;underwriter;resolved;2026-04-18T11:00:00;2026-04-18T11:30:00;паспорт|срок;[{"author_role":"support_l1","content":"Паспорт должен действовать на дату решения. Если на момент подачи >30 дней до окончания — норм","created_at":"2026-04-18T11:20:00","is_internal":false}]
KC-10042;email;Авторизация;Авторизация;Включил VPN — приложение не открывается;Менеджер из дома через VPN;manager;resolved;2026-04-18T15:00:00;2026-04-18T16:00:00;vpn;[{"author_role":"support_l2","content":"Корп-приложение работает только из VPN банка. Уточните, что VPN корпоративный (Cisco/OpenConnect)","created_at":"2026-04-18T15:30:00","is_internal":false}]
KC-10043;email;Скоринг;Скоринг;Можно ли вручную одобрить заявку с tech_refuse;Прошло сутки, БКИ всё ещё не отвечает;manager;resolved;2026-04-19T10:00:00;2026-04-19T14:00:00;ручное одобрение;[{"author_role":"support_l2","content":"Только андеррайтер L2+. Открыть заявку → «Перейти на ручную» → указать причину «БКИ недоступен >24ч»","created_at":"2026-04-19T11:00:00","is_internal":false}]
KC-10044;email;Документы;Документы;Цветной vs ч/б скан паспорта;Андеррайтер не уверен;underwriter;resolved;2026-04-19T13:00:00;2026-04-19T13:15:00;скан|цвет;[{"author_role":"support_l1","content":"Только цветной. Ч/б — отказ по 115-ФЗ","created_at":"2026-04-19T13:10:00","is_internal":false}]
KC-10045;email;Решение;Решение;Можно ли отозвать заявку после одобрения;Клиент передумал;manager;resolved;2026-04-19T16:00:00;2026-04-19T16:30:00;отзыв;[{"author_role":"support_l1","content":"Да, до подписания ДКП. После — только через расторжение договора","created_at":"2026-04-19T16:20:00","is_internal":false}]
KC-10046;phone;ДКП;ДКП;Клиент хочет ДКП на двух языках (РУ+АНГ);Иностранный сотрудник;manager;resolved;2026-04-20T09:00:00;2026-04-20T11:00:00;иностранный|перевод;[{"author_role":"support_l2","content":"Двуязычный ДКП недоступен. Клиент может заказать нотариальный перевод за свой счёт","created_at":"2026-04-20T10:00:00","is_internal":false}]
KC-10047;email;Графики;Графики;Можно ли поменять день платежа после выдачи;Клиент хочет с 5 на 20 число;client;resolved;2026-04-20T11:00:00;2026-04-20T13:00:00;дата|платёж;[{"author_role":"support_l1","content":"Да, через ЛК → «Изменить дату платежа». Доступно 1 раз в полгода","created_at":"2026-04-20T12:00:00","is_internal":false}]
KC-10048;email;Документы;Документы;Загрузка справки 2-НДФЛ — нет автозаполнения суммы;Раньше подтягивало доход;underwriter;resolved;2026-04-20T14:00:00;2026-04-20T15:00:00;2ндфл|автозаполнение;[{"author_role":"support_l2","content":"OCR-парсер 2-НДФЛ временно отключён — известный баг. Введите доход вручную","created_at":"2026-04-20T14:30:00","is_internal":false}]
KC-10049;email;Скоринг;Скоринг;PD = 0% — это норма?;Клиент топовый, видим 0%;manager;resolved;2026-04-21T10:00:00;2026-04-21T10:15:00;pd|норма;[{"author_role":"support_l1","content":"Минимум показывается 0.01%. Полный 0% — баг отображения. PD реально низкий","created_at":"2026-04-21T10:10:00","is_internal":false}]
KC-10050;email;Авторизация;Авторизация;Менеджер в декрете — нужен ли активный доступ;HR спрашивает;hr;resolved;2026-04-21T11:00:00;2026-04-21T11:30:00;декрет|доступ;[{"author_role":"support_l1","content":"Доступ отключается через 30 дней неактивности автоматически. По заявке HR — раньше","created_at":"2026-04-21T11:20:00","is_internal":false}]
KC-10051;email;Решение;Решение;Что делать если клиент жалуется на «слишком долго» при норме SLA;Прошло 30 минут;manager;resolved;2026-04-21T13:00:00;2026-04-21T13:30:00;клиент|sla;[{"author_role":"support_l1","content":"SLA — 6 часов. Объяснить, что решение приходит в течение рабочего дня","created_at":"2026-04-21T13:20:00","is_internal":false}]
KC-10052;email;Документы;Документы;Можно ли загрузить копию свидетельства о браке;Для подтверждения смены фамилии;underwriter;resolved;2026-04-21T15:00:00;2026-04-21T15:30:00;брак|фамилия;[{"author_role":"support_l1","content":"Да, тип «Свидетельство о браке». Цветной скан","created_at":"2026-04-21T15:20:00","is_internal":false}]
KC-10053;email;Скоринг;Скоринг;Что показывать клиенту в случае автоотказа;Менеджер не уверен в формулировке;manager;resolved;2026-04-22T09:00:00;2026-04-22T09:30:00;отказ|формулировка;[{"author_role":"support_l1","content":"Шаблон: «По результатам комплексной оценки кредитного риска принято решение об отказе. Повторная подача — через 60 дней»","created_at":"2026-04-22T09:20:00","is_internal":false}]
KC-10054;email;ДКП;ДКП;ДКП формируется с предыдущей датой;Клиент подписал сегодня, дата в ДКП — вчерашняя;manager;resolved;2026-04-22T11:00:00;2026-04-22T13:00:00;дата|дкп;[{"author_role":"support_l2","content":"Дата ДКП = дата генерации, не дата подписания. Регенерировать с актуальной датой","created_at":"2026-04-22T12:00:00","is_internal":false}]
KC-10055;email;Графики;Графики;Клиент платит больше — куда идёт переплата;Платил 5к, должен 4к;client;resolved;2026-04-22T14:00:00;2026-04-22T15:00:00;переплата;[{"author_role":"support_l1","content":"Переплата идёт в досрочное частичное погашение основного долга","created_at":"2026-04-22T14:30:00","is_internal":false}]
KC-10056;email;Документы;Документы;Можно ли загрузить только разворот 2-3 паспорта;Без регистрации;underwriter;resolved;2026-04-23T10:00:00;2026-04-23T10:30:00;паспорт|части;[{"author_role":"support_l1","content":"Нет. Нужны минимум: 2-3 разворот + регистрация + страница 19 (семейный статус)","created_at":"2026-04-23T10:20:00","is_internal":false}]
KC-10057;email;Скоринг;Скоринг;Заявка повторно идёт в БКИ за день — двойная плата;Менеджер по ошибке нажал «Пересчитать»;manager;resolved;2026-04-23T11:00:00;2026-04-23T12:00:00;повтор|бки;[{"author_role":"support_l2","content":"В течение 24 часов повтор бесплатный — деньги не списались","created_at":"2026-04-23T11:30:00","is_internal":false}]
KC-10058;email;Авторизация;Авторизация;Менеджер уволился — как удалить доступ;HR ждёт;hr;resolved;2026-04-23T14:00:00;2026-04-23T14:30:00;увольнение;[{"author_role":"support_l1","content":"HR подаёт через корп-портал заявку на отзыв доступа — автоматически в IAM","created_at":"2026-04-23T14:20:00","is_internal":false}]
KC-10059;email;Решение;Решение;Заявка ушла на УЗ — сколько ждать;Менеджер обещал клиенту час;manager;resolved;2026-04-24T09:00:00;2026-04-24T09:15:00;уз|очередь;[{"author_role":"support_l1","content":"УЗ-очередь: норма 2-6 часов в зависимости от загрузки. Сегодня средняя — 3 часа","created_at":"2026-04-24T09:10:00","is_internal":false}]
KC-10060;email;ДКП;ДКП;Подпись клиента не валидируется КриптоПро;e-sign КЭП клиента не проходит;manager;resolved;2026-04-24T11:00:00;2026-04-24T14:00:00;кэп|клиент;[{"author_role":"support_l2","content":"КриптоПро на компьютере клиента старая. Попросите обновить до 5.0+","created_at":"2026-04-24T13:00:00","is_internal":false}]
KC-10061;email;Документы;Документы;Загрузка трудовой книжки — есть электронная и бумажная;Какую загружать;underwriter;resolved;2026-04-24T13:00:00;2026-04-24T13:30:00;трудовая;[{"author_role":"support_l1","content":"Любую. Электронная — выписка из ПФР, бумажная — фото всех заполненных страниц","created_at":"2026-04-24T13:20:00","is_internal":false}]
KC-10062;email;Скоринг;Скоринг;Низкий PD, но в УЗ ушёл — почему;PD = 0.5%;manager;resolved;2026-04-25T09:00:00;2026-04-25T12:00:00;уз|правила;[{"author_role":"support_l2","content":"Помимо PD: сумма >1млн, или клиент новый, или есть отказ за 6 мес — все идут в УЗ","created_at":"2026-04-25T11:00:00","is_internal":false}]
KC-10063;email;Графики;Графики;Можно ли изменить срок кредита после выдачи;Клиент хочет с 5 на 7 лет;client;resolved;2026-04-25T11:00:00;2026-04-25T13:00:00;срок|реструктуризация;[{"author_role":"support_l2","content":"Это реструктуризация — отдельный процесс. Заявка через ЛК → Реструктуризация","created_at":"2026-04-25T12:00:00","is_internal":false}]
KC-10064;email;Документы;Документы;Загрузил не тот документ — как удалить;Хочет заменить;underwriter;resolved;2026-04-25T14:00:00;2026-04-25T14:15:00;удаление;[{"author_role":"support_l1","content":"Нажать на превью документа → «Удалить» в правом верхнем углу","created_at":"2026-04-25T14:10:00","is_internal":false}]
KC-10065;email;Авторизация;Авторизация;Менеджер на сессии в Москве — нужен ли отдельный доступ;Командировка;manager;resolved;2026-04-26T09:00:00;2026-04-26T09:30:00;командировка|доступ;[{"author_role":"support_l1","content":"Нет, доступ единый для всех филиалов. Только VPN корпоративный","created_at":"2026-04-26T09:20:00","is_internal":false}]
KC-10066;email;Документы;Документы;Скан плохой — клиент далеко не может переснять;Что делать;underwriter;resolved;2026-04-26T11:00:00;2026-04-26T11:30:00;скан|качество;[{"author_role":"support_l1","content":"Если читается в OCR — норм. Если поля не подтягиваются — заполнить вручную из видимых данных","created_at":"2026-04-26T11:20:00","is_internal":false}]
KC-10067;email;Скоринг;Скоринг;БКИ нашло «технический отказ» по заявке полгода назад;Клиент думает что это плохо;manager;resolved;2026-04-26T13:00:00;2026-04-26T13:30:00;бки|tech_refuse|история;[{"author_role":"support_l2","content":"tech_refuse в истории БКИ — нейтрален, не считается отказом. На текущий PD не влияет","created_at":"2026-04-26T13:20:00","is_internal":false}]
KC-10068;email;Решение;Решение;Заявка одобрена, но клиент исчез — что делать;Клиент 3 дня не на связи;manager;resolved;2026-04-27T10:00:00;2026-04-27T10:30:00;тишина|клиент;[{"author_role":"support_l1","content":"Одобрение действует 60 дней. Контакт можно возобновить, заявка не аннулируется","created_at":"2026-04-27T10:20:00","is_internal":false}]
KC-10069;email;ДКП;ДКП;ДКП подписан, но не отправляется в архив;Статус «Подписан» — но в архиве нет;manager;resolved;2026-04-27T13:00:00;2026-04-27T15:00:00;архив|дкп;[{"author_role":"support_l2","content":"Архив обновляется раз в час. Если через 2 часа нет — эскалация в support_l2_legal","created_at":"2026-04-27T14:00:00","is_internal":false}]
KC-10070;email;Графики;Графики;PDF графика обрезан с правой стороны;Менеджер открыл PDF и видит обрезанные суммы;manager;resolved;2026-04-28T09:00:00;2026-04-28T10:00:00;pdf|обрезка;[{"author_role":"support_l1","content":"Открыть в Adobe Acrobat (не в Preview macOS). У Preview баг с альбомной ориентацией","created_at":"2026-04-28T09:30:00","is_internal":false}]
KC-10071;email;Документы;Документы;Куда жаловаться если клиент не загружает документы 5 дней;Заявка просрочена;manager;resolved;2026-04-28T11:00:00;2026-04-28T11:30:00;просрочка|документы;[{"author_role":"support_l1","content":"Заявка аннулируется автоматически через 14 дней. До этого — звонки клиенту","created_at":"2026-04-28T11:20:00","is_internal":false}]
KC-10072;email;Скоринг;Скоринг;Скоринг учитывает кредиты в других банках;До какой даты;manager;resolved;2026-04-28T14:00:00;2026-04-28T14:15:00;бки|период;[{"author_role":"support_l2","content":"Все активные кредиты + закрытые за последние 12 месяцев","created_at":"2026-04-28T14:10:00","is_internal":false}]
KC-10073;email;Авторизация;Авторизация;Не могу зайти после смены пароля;Менеджер сменил пароль, но входит со старым;manager;resolved;2026-04-29T10:00:00;2026-04-29T10:30:00;пароль|кэш;[{"author_role":"support_l1","content":"Закрыть и заново открыть браузер. Browser кэширует Basic Auth","created_at":"2026-04-29T10:20:00","is_internal":false}]
KC-10074;email;Решение;Решение;Можно ли изменить сумму после одобрения;Клиент хочет на 100к больше;manager;resolved;2026-04-29T12:00:00;2026-04-29T13:00:00;сумма|изменение;[{"author_role":"support_l2","content":"Нельзя. Новая заявка с большей суммой — заново БКИ и УЗ","created_at":"2026-04-29T12:30:00","is_internal":false}]
KC-10075;email;ДКП;ДКП;Куда уходит первый платёж процентов;Клиент удивлён что в первый месяц 90% — проценты;client;resolved;2026-04-29T15:00:00;2026-04-29T15:30:00;аннуитет|проценты;[{"author_role":"support_l1","content":"Аннуитет: в начале — больше процентов, к концу — больше ОД. Это нормально, объяснить графиком","created_at":"2026-04-29T15:20:00","is_internal":false}]
KC-10076;email;Документы;Документы;У клиента нет СНИЛС — что делать;Иностранец без СНИЛС;underwriter;resolved;2026-04-30T09:00:00;2026-04-30T10:00:00;снилс|иностранец;[{"author_role":"support_l2","content":"Иностранцы могут не иметь СНИЛС. Запросить ИНН + миграционную карту","created_at":"2026-04-30T09:30:00","is_internal":false}]
KC-10077;email;Скоринг;Скоринг;Можно ли посмотреть скоринг конкурента;Клиент пришёл с одобрением другого банка;manager;resolved;2026-04-30T11:00:00;2026-04-30T11:15:00;конкуренты;[{"author_role":"support_l1","content":"Нет, банки не делятся скорингом. БКИ покажет только факт запроса, без PD","created_at":"2026-04-30T11:10:00","is_internal":false}]
KC-10078;email;Графики;Графики;Можно ли пропустить один платёж;Клиент в отпуске за границей;client;resolved;2026-04-30T13:00:00;2026-04-30T14:00:00;пропуск|каникулы;[{"author_role":"support_l2","content":"Это кредитные каникулы — отдельный продукт. Заявка через ЛК, рассмотрение 5 рабочих дней","created_at":"2026-04-30T13:30:00","is_internal":false}]
KC-10079;email;Авторизация;Авторизация;Менеджер просит чтобы 2FA приходило на email вместо SMS;Не доходит SMS из-за роуминга;manager;resolved;2026-05-01T10:00:00;2026-05-01T10:30:00;email|2fa;[{"author_role":"support_l2","content":"Email-2FA не предусмотрен. Альтернатива — TOTP в Authenticator","created_at":"2026-05-01T10:20:00","is_internal":false}]
KC-10080;email;ДКП;ДКП;Клиент хочет дополнительное соглашение к ДКП;Реквизиты получателя изменились (продавец авто);manager;resolved;2026-05-01T13:00:00;2026-05-01T16:00:00;допсоглашение;[{"author_role":"support_l2","content":"Через карточку заявки → «Допсоглашение» → выбрать «Изменение получателя». Подписи обеих сторон","created_at":"2026-05-01T15:00:00","is_internal":false}]
